Invoice No,SalesRepID,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV00337,SR003,CUST077,1/2/2024 0:00,1/4/2024 0:00,14539.53,0,14539.53
INV00339,SR003,CUST062,30/4/2025 0:00,29/6/2025 0:00,1462.1,731.05,731.05
INV00343,SR003,CUST032,24/12/2025 0:00,22/2/2026 0:00,24160.81,0,24160.81
INV00346,SR003,CUST095,5/7/2025 0:00,19/8/2025 0:00,8972.25,0,8972.25
INV00367,SR003,CUST079,31/10/2023 0:00,15/12/2023 0:00,4687.94,0,4687.94
INV00368,SR003,CUST101,1/9/2025 0:00,31/10/2025 0:00,10744.55,10744.55,0
INV00372,SR003,CUST075,9/12/2023 0:00,23/1/2024 0:00,10131.05,10131.05,0
INV00376,SR003,CUST064,2/3/2024 0:00,1/4/2024 0:00,15260.01,7630,7630.01
INV00377,SR003,CUST098,1/10/2025 0:00,30/11/2025 0:00,4493.97,2246.98,2246.99
INV00380,SR003,CUST098,10/9/2024 0:00,9/11/2024 0:00,20956.21,0,20956.21
INV00383,SR003,CUST079,3/2/2024 0:00,19/3/2024 0:00,6171.14,4628.36,1542.78
INV00384,SR003,CUST091,3/3/2025 0:00,2/4/2025 0:00,21776.03,0,21776.03
INV00387,SR003,CUST098,20/11/2023 0:00,19/1/2024 0:00,1740.25,1740.25,0
INV00388,SR005,CUST052,27/2/2025 0:00,13/4/2025 0:00,1465.1,1465.1,0
INV00391,SR005,CUST088,25/2/2025 0:00,27/3/2025 0:00,1201.98,0,1201.98
INV00392,SR005,CUST079,21/8/2025 0:00,20/9/2025 0:00,14789.68,0,14789.68
INV00401,SR005,CUST010,11/8/2024 0:00,10/10/2024 0:00,7243.36,0,7243.36
INV00404,SR005,CUST074,16/12/2023 0:00,30/1/2024 0:00,22653.96,5663.49,16990.47
INV00406,SR005,CUST084,27/6/2025 0:00,11/8/2025 0:00,13971.78,6985.89,6985.89
INV00407,SR005,CUST088,8/6/2023 0:00,8/7/2023 0:00,1739.04,1304.28,434.76
INV00413,SR005,CUST077,5/2/2023 0:00,22/3/2023 0:00,20523.98,10261.99,10261.99
INV00417,SR005,CUST075,5/6/2025 0:00,5/7/2025 0:00,8767.63,4383.81,4383.82
INV00419,SR005,CUST111,15/11/2025 0:00,30/12/2025 0:00,2546.36,0,2546.36
INV00423,SR005,CUST095,13/1/2024 0:00,12/2/2024 0:00,12567.12,3141.78,9425.34
INV00424,SR005,CUST075,12/11/2024 0:00,12/12/2024 0:00,11331.62,0,11331.62
INV00426,SR005,CUST016,1/6/2023 0:00,1/7/2023 0:00,10167.02,10167.02,0
INV00433,SR005,CUST067,19/12/2025 0:00,18/1/2026 0:00,4156.61,0,4156.61
INV00435,SR005,CUST067,26/5/2023 0:00,25/7/2023 0:00,9346.33,4673.16,4673.17
INV00438,SR005,CUST032,30/8/2023 0:00,14/10/2023 0:00,1888.67,472.17,1416.5
INV00443,SR005,CUST021,22/9/2024 0:00,21/11/2024 0:00,16216.86,0,16216.86
INV00447,SR005,CUST042,23/2/2024 0:00,24/3/2024 0:00,7783.54,0,7783.54
INV00450,SR005,CUST021,26/8/2025 0:00,25/10/2025 0:00,6393.02,3196.51,3196.51
INV00457,SR005,CUST046,28/9/2024 0:00,27/11/2024 0:00,18579.8,4644.95,13934.85
INV00460,SR005,CUST078,30/11/2024 0:00,14/1/2025 0:00,7130.78,0,7130.78
INV00467,SR005,CUST086,13/1/2025 0:00,12/2/2025 0:00,16655.86,8327.93,8327.93
INV00468,SR005,CUST111,19/12/2023 0:00,17/2/2024 0:00,14656.27,3664.07,10992.2
INV00473,SR005,CUST048,25/9/2025 0:00,9/11/2025 0:00,10574.17,5287.08,5287.09
INV00482,SR005,CUST052,14/2/2025 0:00,15/4/2025 0:00,14126.67,7063.34,7063.33
INV00483,SR005,CUST079,8/3/2023 0:00,7/4/2023 0:00,19598.16,19598.16,0
INV00486,SR005,CUST086,27/2/2023 0:00,13/4/2023 0:00,1483.4,1112.55,370.85
INV00491,SR005,CUST078,20/12/2023 0:00,19/1/2024 0:00,19251.4,0,19251.4
INV00492,SR005,CUST088,26/4/2023 0:00,26/5/2023 0:00,6699.15,0,6699.15
INV00502,SR005,CUST111,24/9/2024 0:00,24/10/2024 0:00,15277.18,7638.59,7638.59
INV00504,SR005,CUST110,30/6/2025 0:00,29/8/2025 0:00,14596.3,0,14596.3
INV00506,SR005,CUST111,18/10/2024 0:00,17/12/2024 0:00,7260.11,7260.11,0
INV00513,SR005,CUST064,30/12/2023 0:00,29/1/2024 0:00,5858.49,1464.62,4393.87
INV00516,SR005,CUST101,29/5/2023 0:00,13/7/2023 0:00,15346.93,3836.73,11510.2
INV00518,SR005,CUST074,4/9/2025 0:00,19/10/2025 0:00,1602.42,801.21,801.21
INV00523,SR005,CUST086,4/4/2024 0:00,19/5/2024 0:00,8633.3,2158.32,6474.98
INV00529,SR005,CUST084,27/12/2023 0:00,25/2/2024 0:00,15968.7,0,15968.7
INV00532,SR005,CUST010,30/1/2025 0:00,16/3/2025 0:00,4778.86,2389.43,2389.43
INV00533,SR005,CUST067,26/8/2025 0:00,25/9/2025 0:00,7750.33,0,7750.33
INV00537,SR005,CUST111,19/9/2023 0:00,18/11/2023 0:00,22314.42,5578.6,16735.82
INV00539,SR005,CUST111,23/5/2023 0:00,7/7/2023 0:00,14316.03,0,14316.03
INV00540,SR005,CUST086,8/12/2023 0:00,6/2/2024 0:00,12756.82,6378.41,6378.41
INV00542,SR005,CUST111,4/5/2024 0:00,3/7/2024 0:00,2701.98,0,2701.98
INV00544,SR005,CUST040,14/7/2024 0:00,13/8/2024 0:00,8853.49,8853.49,0
INV00548,SR005,CUST042,14/5/2023 0:00,28/6/2023 0:00,18010.61,0,18010.61
INV00550,SR005,CUST101,27/10/2025 0:00,26/11/2025 0:00,13374.02,13374.02,0
INV00552,SR005,CUST052,14/3/2023 0:00,13/4/2023 0:00,22556.47,16917.35,5639.12
INV00554,SR005,CUST064,31/7/2024 0:00,30/8/2024 0:00,17070.85,17070.85,0
INV00555,SR005,CUST098,8/5/2025 0:00,7/6/2025 0:00,17151.01,4287.75,12863.26
INV00561,SR005,CUST101,1/4/2025 0:00,31/5/2025 0:00,16714.95,0,16714.95
INV00565,SR005,CUST021,2/12/2023 0:00,16/1/2024 0:00,18355.06,9177.53,9177.53
INV00572,SR005,CUST075,14/11/2025 0:00,13/1/2026 0:00,20872.2,0,20872.2
INV00573,SR005,CUST062,26/4/2024 0:00,10/6/2024 0:00,23000.74,11500.37,11500.37
INV00574,SR005,CUST062,5/7/2025 0:00,3/9/2025 0:00,16419.81,0,16419.81
INV00576,SR005,CUST095,21/8/2025 0:00,5/10/2025 0:00,10349.67,7762.25,2587.42
INV00584,SR005,CUST040,22/3/2024 0:00,21/4/2024 0:00,815.99,0,815.99
INV00585,SR005,CUST101,25/1/2024 0:00,10/3/2024 0:00,13737.34,6868.67,6868.67
INV00588,SR005,CUST095,11/9/2023 0:00,10/11/2023 0:00,14360.75,7180.38,7180.37
INV00591,SR005,CUST084,11/4/2024 0:00,11/5/2024 0:00,13947.38,13947.38,0
INV00593,SR005,CUST075,7/10/2025 0:00,6/11/2025 0:00,15374.81,7687.4,7687.41
INV00595,SR005,CUST079,11/12/2023 0:00,10/1/2024 0:00,6387.33,4790.5,1596.83
INV00603,SR005,CUST062,29/5/2023 0:00,28/7/2023 0:00,21903.65,21903.65,0
INV00606,SR005,CUST079,20/9/2023 0:00,4/11/2023 0:00,20405.61,0,20405.61
INV00607,SR005,CUST075,4/2/2024 0:00,5/3/2024 0:00,8510.06,6382.54,2127.52
INV00619,SR005,CUST084,27/4/2024 0:00,26/6/2024 0:00,18960.07,0,18960.07
INV00628,SR005,CUST064,9/2/2024 0:00,9/4/2024 0:00,15619.1,0,15619.1
INV00633,SR005,CUST077,19/6/2025 0:00,18/8/2025 0:00,3147.09,3147.09,0
INV00640,SR005,CUST010,22/6/2023 0:00,21/8/2023 0:00,14846.9,14846.9,0
INV00643,SR005,CUST010,9/4/2024 0:00,8/6/2024 0:00,16125.47,8062.74,8062.73
INV00647,SR005,CUST040,30/1/2024 0:00,30/3/2024 0:00,17388.11,0,17388.11
INV00649,SR005,CUST084,4/11/2023 0:00,4/12/2023 0:00,8040.39,0,8040.39
INV00652,SR005,CUST101,24/5/2024 0:00,23/6/2024 0:00,20343.15,0,20343.15
INV00656,SR005,CUST075,13/1/2025 0:00,12/2/2025 0:00,16203.66,0,16203.66
INV00663,SR005,CUST095,11/7/2023 0:00,25/8/2023 0:00,1012.89,506.44,506.45
INV00666,SR005,CUST062,29/2/2024 0:00,14/4/2024 0:00,19279.92,0,19279.92
INV00670,SR005,CUST078,30/10/2025 0:00,14/12/2025 0:00,10200.46,5100.23,5100.23
INV00673,SR005,CUST075,27/2/2025 0:00,13/4/2025 0:00,10600.85,0,10600.85
INV00680,SR005,CUST040,2/8/2025 0:00,1/10/2025 0:00,2019.9,1514.93,504.97
INV00681,SR005,CUST064,20/3/2023 0:00,19/5/2023 0:00,8812.98,0,8812.98
INV00684,SR005,CUST064,11/4/2024 0:00,10/6/2024 0:00,16623.5,4155.88,12467.62
INV00689,SR005,CUST101,11/4/2023 0:00,26/5/2023 0:00,3321.08,2490.81,830.27
INV00698,SR005,CUST078,4/10/2023 0:00,3/11/2023 0:00,23542.35,23542.35,0
INV00700,SR005,CUST062,1/1/2024 0:00,15/2/2024 0:00,23886.87,17915.15,5971.72
INV00704,SR005,CUST042,23/6/2024 0:00,23/7/2024 0:00,14752.55,3688.14,11064.41
INV00707,SR005,CUST040,11/2/2025 0:00,28/3/2025 0:00,3607.19,3607.19,0
INV00712,SR005,CUST032,3/1/2024 0:00,3/3/2024 0:00,1934.85,0,1934.85
INV00723,SR005,CUST111,13/1/2024 0:00,27/2/2024 0:00,10209.66,5104.83,5104.83
INV00726,SR005,CUST078,5/2/2025 0:00,6/4/2025 0:00,4210.42,4210.42,0
INV00735,SR005,CUST067,10/6/2025 0:00,9/8/2025 0:00,12182.55,0,12182.55
INV00739,SR005,CUST042,30/9/2023 0:00,30/10/2023 0:00,7288.2,0,7288.2
INV00740,SR013,CUST064,24/7/2025 0:00,7/9/2025 0:00,23551.56,23551.56,0
INV00743,SR013,CUST111,25/4/2025 0:00,9/6/2025 0:00,24288.04,0,24288.04
INV00755,SR013,CUST101,31/7/2025 0:00,30/8/2025 0:00,1040.62,520.31,520.31
INV00760,SR013,CUST086,26/8/2023 0:00,25/9/2023 0:00,3738.4,934.6,2803.8
INV00762,SR013,CUST010,24/10/2024 0:00,23/12/2024 0:00,16276.94,4069.24,12207.7
INV00764,SR013,CUST074,22/7/2023 0:00,20/9/2023 0:00,1836.85,918.42,918.43
INV00773,SR013,CUST088,1/8/2023 0:00,31/8/2023 0:00,14906.01,14906.01,0
INV00774,SR013,CUST052,7/4/2024 0:00,7/5/2024 0:00,9151.02,0,9151.02
INV00787,SR013,CUST095,17/2/2024 0:00,18/3/2024 0:00,14504.39,0,14504.39
INV00798,SR013,CUST074,29/10/2023 0:00,28/12/2023 0:00,5019.25,2509.62,2509.63
INV00806,SR013,CUST046,20/7/2025 0:00,19/8/2025 0:00,21059.09,10529.54,10529.55
INV00812,SR013,CUST062,1/11/2025 0:00,1/12/2025 0:00,14367.45,14367.45,0
INV00816,SR013,CUST111,9/8/2024 0:00,8/10/2024 0:00,1693.02,1693.02,0
INV00837,SR013,CUST078,30/5/2024 0:00,14/7/2024 0:00,9862.42,0,9862.42
INV00838,SR013,CUST040,9/6/2024 0:00,24/7/2024 0:00,14090.93,0,14090.93
INV00840,SR013,CUST086,28/11/2024 0:00,27/1/2025 0:00,602.59,602.59,0
INV00844,SR013,CUST046,4/2/2025 0:00,6/3/2025 0:00,12496.28,0,12496.28
INV00845,SR013,CUST101,19/6/2024 0:00,3/8/2024 0:00,10678.35,10678.35,0
INV00846,SR013,CUST021,11/6/2023 0:00,10/8/2023 0:00,1088.12,544.06,544.06
INV00848,SR013,CUST110,8/6/2023 0:00,23/7/2023 0:00,4838.52,2419.26,2419.26
INV00858,SR013,CUST040,19/1/2023 0:00,18/2/2023 0:00,20039.09,20039.09,0
INV00860,SR013,CUST021,9/1/2025 0:00,10/3/2025 0:00,13899.76,0,13899.76
INV00865,SR013,CUST074,1/2/2025 0:00,18/3/2025 0:00,9073.48,4536.74,4536.74
INV00866,SR013,CUST052,20/4/2024 0:00,20/5/2024 0:00,19669.43,0,19669.43
INV00876,SR013,CUST075,19/3/2023 0:00,3/5/2023 0:00,20079.37,0,20079.37
INV00881,SR013,CUST091,16/4/2025 0:00,15/6/2025 0:00,20898.99,15674.24,5224.75
INV00883,SR013,CUST091,18/5/2023 0:00,2/7/2023 0:00,21727.37,0,21727.37
INV00893,SR013,CUST052,18/2/2023 0:00,19/4/2023 0:00,17048.67,4262.17,12786.5
INV00896,SR013,CUST088,18/9/2023 0:00,18/10/2023 0:00,4389.05,0,4389.05
INV00910,SR013,CUST084,25/12/2024 0:00,8/2/2025 0:00,12057.63,0,12057.63
INV00915,SR013,CUST086,21/6/2025 0:00,21/7/2025 0:00,1117.38,558.69,558.69
INV00930,SR013,CUST062,2/11/2024 0:00,2/12/2024 0:00,13085.84,0,13085.84
INV00931,SR013,CUST032,1/8/2025 0:00,30/9/2025 0:00,7560.52,7560.52,0
INV00938,SR013,CUST016,21/1/2023 0:00,7/3/2023 0:00,23566.12,0,23566.12
INV00939,SR013,CUST040,10/9/2025 0:00,25/10/2025 0:00,4773.03,4773.03,0
INV00943,SR013,CUST078,19/1/2024 0:00,18/2/2024 0:00,13988.03,3497.01,10491.02
INV00963,SR013,CUST032,23/8/2025 0:00,7/10/2025 0:00,14100.78,7050.39,7050.39
INV00964,SR013,CUST010,17/7/2023 0:00,16/8/2023 0:00,14905.79,0,14905.79
INV00965,SR013,CUST074,1/9/2024 0:00,1/10/2024 0:00,10949.24,8211.93,2737.31
INV00967,SR013,CUST110,2/5/2025 0:00,1/6/2025 0:00,2498.59,0,2498.59
INV00973,SR013,CUST032,10/3/2024 0:00,9/4/2024 0:00,10307.66,7730.74,2576.92
INV00981,SR013,CUST067,17/8/2025 0:00,1/10/2025 0:00,4267.7,2133.85,2133.85
INV00982,SR013,CUST088,1/2/2023 0:00,18/3/2023 0:00,22211.2,5552.8,16658.4
INV00987,SR013,CUST111,27/12/2025 0:00,10/2/2026 0:00,23327.64,23327.64,0
INV00988,SR013,CUST101,2/6/2025 0:00,1/8/2025 0:00,24925.26,24925.26,0
INV00989,SR013,CUST067,2/8/2023 0:00,16/9/2023 0:00,18143.86,4535.96,13607.9
INV00993,SR013,CUST111,20/3/2023 0:00,4/5/2023 0:00,6161.48,0,6161.48
INV00998,SR013,CUST088,10/11/2024 0:00,25/12/2024 0:00,21548.24,0,21548.24
INV00999,SR013,CUST078,27/2/2023 0:00,28/4/2023 0:00,12751.43,12751.43,0
INV01000,SR013,CUST032,15/11/2025 0:00,30/12/2025 0:00,17034.88,0,17034.88
INV01002,SR013,CUST046,22/3/2024 0:00,21/5/2024 0:00,19071.99,4768,14303.99
INV01004,SR013,CUST016,3/12/2025 0:00,17/1/2026 0:00,8158.65,0,8158.65
INV01011,SR013,CUST095,9/12/2024 0:00,8/1/2025 0:00,19656.33,4914.08,14742.25
INV01013,SR013,CUST048,17/2/2025 0:00,18/4/2025 0:00,17445.56,0,17445.56
INV01016,SR013,CUST074,8/1/2023 0:00,7/2/2023 0:00,3702.57,0,3702.57
INV01036,SR013,CUST067,9/2/2023 0:00,11/3/2023 0:00,4978.93,0,4978.93
INV01046,SR013,CUST098,17/9/2023 0:00,16/11/2023 0:00,21949.47,21949.47,0
INV01051,SR013,CUST086,10/10/2024 0:00,9/11/2024 0:00,4094.03,0,4094.03
INV01055,SR013,CUST074,9/10/2025 0:00,8/11/2025 0:00,8624.61,4312.3,4312.31
INV01059,SR013,CUST110,4/9/2023 0:00,4/10/2023 0:00,3438.85,859.71,2579.14
INV01068,SR013,CUST040,22/9/2023 0:00,22/10/2023 0:00,20392.68,20392.68,0
INV01077,SR013,CUST110,12/9/2025 0:00,12/10/2025 0:00,21889.56,10944.78,10944.78
INV01083,SR013,CUST098,3/11/2023 0:00,18/12/2023 0:00,9893.23,0,9893.23
INV01086,SR013,CUST075,10/8/2025 0:00,9/10/2025 0:00,13948.29,10461.22,3487.07
INV01090,SR013,CUST042,16/4/2025 0:00,31/5/2025 0:00,15305.67,0,15305.67
INV01103,SR013,CUST086,6/12/2025 0:00,5/1/2026 0:00,10490.56,5245.28,5245.28
INV01109,SR013,CUST091,4/5/2025 0:00,3/7/2025 0:00,7128.7,3564.35,3564.35
INV01110,SR013,CUST040,1/10/2024 0:00,31/10/2024 0:00,6595.4,0,6595.4
INV01111,SR013,CUST098,10/7/2023 0:00,8/9/2023 0:00,23580.43,0,23580.43
INV01116,SR013,CUST010,15/8/2023 0:00,14/10/2023 0:00,762.52,0,762.52
INV01122,SR013,CUST062,29/7/2023 0:00,27/9/2023 0:00,13253.32,13253.32,0
INV01123,SR013,CUST046,7/10/2024 0:00,6/12/2024 0:00,11296.29,5648.14,5648.15
INV01124,SR013,CUST064,7/8/2023 0:00,21/9/2023 0:00,22057.91,0,22057.91
INV01135,SR013,CUST021,8/10/2023 0:00,22/11/2023 0:00,19734.07,0,19734.07
INV01137,SR013,CUST040,5/5/2025 0:00,4/7/2025 0:00,20596.21,5149.05,15447.16
INV01146,SR013,CUST098,6/9/2025 0:00,21/10/2025 0:00,24895.49,6223.87,18671.62
INV01148,SR013,CUST111,22/12/2025 0:00,20/2/2026 0:00,23056.94,0,23056.94
INV01156,SR013,CUST111,6/11/2024 0:00,21/12/2024 0:00,21175.05,21175.05,0
INV01163,SR013,CUST062,30/3/2025 0:00,29/4/2025 0:00,11048.13,2762.03,8286.1
INV01166,SR013,CUST098,27/9/2025 0:00,27/10/2025 0:00,9046.38,4523.19,4523.19
INV01173,SR013,CUST040,25/11/2024 0:00,25/12/2024 0:00,6201.84,4651.38,1550.46
INV01180,SR013,CUST042,24/11/2025 0:00,8/1/2026 0:00,11382.49,0,11382.49
INV01186,SR013,CUST101,3/9/2025 0:00,3/10/2025 0:00,19562.13,9781.06,9781.07
INV01192,SR013,CUST098,9/12/2023 0:00,7/2/2024 0:00,6590.82,6590.82,0
INV01195,SR013,CUST101,23/6/2023 0:00,23/7/2023 0:00,21509.5,21509.5,0
INV01201,SR013,CUST074,27/8/2024 0:00,11/10/2024 0:00,6251.48,0,6251.48
INV01207,SR013,CUST062,12/5/2023 0:00,11/6/2023 0:00,6408.55,6408.55,0
INV01209,SR013,CUST088,23/6/2024 0:00,7/8/2024 0:00,2170.57,2170.57,0
INV01212,SR013,CUST095,1/8/2024 0:00,30/9/2024 0:00,7638.35,5728.76,1909.59
INV01213,SR013,CUST021,3/5/2025 0:00,2/7/2025 0:00,10726.17,0,10726.17
INV01216,SR013,CUST101,8/8/2025 0:00,7/10/2025 0:00,22679.83,5669.96,17009.87
INV01232,SR013,CUST032,24/9/2025 0:00,24/10/2025 0:00,5158.15,3868.61,1289.54
INV01233,SR013,CUST010,18/2/2023 0:00,19/4/2023 0:00,20620.63,5155.16,15465.47
INV01234,SR013,CUST016,30/5/2025 0:00,29/7/2025 0:00,13843.46,3460.86,10382.6
INV01240,SR013,CUST086,7/12/2023 0:00,21/1/2024 0:00,21421.6,10710.8,10710.8
INV01243,SR013,CUST079,9/9/2024 0:00,9/10/2024 0:00,19351.34,0,19351.34
INV01248,SR013,CUST048,5/5/2025 0:00,19/6/2025 0:00,5380.88,0,5380.88
INV01255,SR013,CUST095,7/5/2023 0:00,6/7/2023 0:00,17435.54,17435.54,0
INV01272,SR013,CUST098,16/9/2025 0:00,15/11/2025 0:00,1555.95,1555.95,0
INV01276,SR013,CUST040,29/4/2024 0:00,28/6/2024 0:00,3959.38,3959.38,0
INV01287,SR013,CUST086,29/7/2023 0:00,27/9/2023 0:00,22982.36,22982.36,0
INV01292,SR013,CUST016,28/10/2024 0:00,27/12/2024 0:00,8702.33,2175.58,6526.75
INV01294,SR013,CUST042,22/1/2024 0:00,21/2/2024 0:00,16073.31,8036.66,8036.65
INV01299,SR013,CUST042,23/8/2023 0:00,22/9/2023 0:00,9862.03,4931.02,4931.01
INV01306,SR013,CUST032,24/2/2024 0:00,25/3/2024 0:00,17553.96,17553.96,0
INV01310,SR013,CUST046,19/11/2025 0:00,18/1/2026 0:00,11991.5,5995.75,5995.75
INV01313,SR013,CUST062,30/11/2025 0:00,14/1/2026 0:00,3191.65,797.91,2393.74
INV01316,SR013,CUST062,26/12/2023 0:00,24/2/2024 0:00,17254.82,12941.12,4313.7
INV01320,SR013,CUST016,15/3/2024 0:00,14/4/2024 0:00,1865.65,466.41,1399.24
INV01323,SR013,CUST111,25/2/2024 0:00,26/3/2024 0:00,9976.78,9976.78,0
INV01324,SR013,CUST010,12/4/2025 0:00,27/5/2025 0:00,2474.23,0,2474.23
INV01328,SR013,CUST084,6/5/2023 0:00,5/7/2023 0:00,22815.24,22815.24,0
INV01341,SR013,CUST062,10/7/2024 0:00,9/8/2024 0:00,13596.7,13596.7,0
INV01344,SR013,CUST048,19/9/2023 0:00,19/10/2023 0:00,22953.98,5738.5,17215.48
INV01347,SR013,CUST110,2/9/2023 0:00,17/10/2023 0:00,19115.68,14336.76,4778.92
INV01348,SR013,CUST079,25/6/2024 0:00,9/8/2024 0:00,8801.18,4400.59,4400.59
INV01352,SR013,CUST088,19/6/2023 0:00,19/7/2023 0:00,22081.93,0,22081.93
